01   ,01   ,6,89375
02   ,01   ,6,0
03   ,01   ,6,0
04   ,01   ,6,0
05+06,01   ,6,0
07   ,01   ,6,0
08   ,01   ,6,0
09+10,01   ,6,0
11   ,01   ,6,0
12   ,01   ,6,0
13   ,01   ,6,0
14   ,01   ,6,0
15   ,01   ,6,0
16   ,01   ,6,0
17   ,01   ,6,0
18   ,01   ,6,0
19   ,01   ,6,0
20+21,01   ,6,0
22+23,01   ,6,0
24   ,01   ,6,0
25   ,01   ,6,0
26A  ,01   ,6,0
26B  ,01   ,6,0
27A  ,01   ,6,0
27B  ,01   ,6,0
28   ,01   ,6,0
29A  ,01   ,6,0
29B  ,01   ,6,0
30   ,01   ,6,0
31   ,01   ,6,0
32   ,01   ,6,0
33+34,01   ,6,0
35   ,01   ,6,0
36   ,01   ,6,0
37   ,01   ,6,0
38   ,01   ,6,0
39   ,01   ,6,0
40   ,01   ,6,0
41   ,01   ,6,0
42   ,01   ,6,0
43   ,01   ,6,0
44+45,01   ,6,0
46   ,01   ,6,0
47   ,01   ,6,0
48   ,01   ,6,0
49   ,01   ,6,0
50   ,01   ,6,0
51   ,01   ,6,0
52   ,01   ,6,0
53   ,01   ,6,0
54   ,01   ,6,0
55   ,01   ,6,0
56   ,01   ,6,0
57   ,01   ,6,0
58   ,01   ,6,0
59A  ,01   ,6,0
59B  ,01   ,6,0
60   ,01   ,6,0
61   ,01   ,6,0
62   ,01   ,6,0
63   ,01   ,6,0
64   ,01   ,6,0
65A  ,01   ,6,0
65B  ,01   ,6,0
65C  ,01   ,6,0
65D  ,01   ,6,0
65E  ,01   ,6,0
66   ,01   ,6,0
67   ,01   ,6,0
68A  ,01   ,6,0
68B  ,01   ,6,0
68C  ,01   ,6,0
69A  ,01   ,6,0
69B  ,01   ,6,0
70A  ,01   ,6,0
70B  ,01   ,6,0
71A  ,01   ,6,0
71B  ,01   ,6,0
72A  ,01   ,6,0
72B  ,01   ,6,0
73A  ,01   ,6,0
73B  ,01   ,6,0
73C  ,01   ,6,0
73D  ,01   ,6,0
74   ,01   ,6,0
75   ,01   ,6,0
76   ,01   ,6,0
77A  ,01   ,6,0
77B  ,01   ,6,0
78   ,01   ,6,0
79   ,01   ,6,0
82   ,01   ,6,0
84   ,01   ,6,0
85   ,01   ,6,0
01   ,02   ,6,0
02   ,02   ,6,104546
03   ,02   ,6,0
04   ,02   ,6,0
05+06,02   ,6,0
07   ,02   ,6,0
08   ,02   ,6,0
09+10,02   ,6,0
11   ,02   ,6,0
12   ,02   ,6,0
13   ,02   ,6,0
14   ,02   ,6,0
15   ,02   ,6,0
16   ,02   ,6,0
17   ,02   ,6,0
18   ,02   ,6,0
19   ,02   ,6,0
20+21,02   ,6,0
22+23,02   ,6,0
24   ,02   ,6,0
25   ,02   ,6,0
26A  ,02   ,6,0
26B  ,02   ,6,0
27A  ,02   ,6,0
27B  ,02   ,6,0
28   ,02   ,6,0
29A  ,02   ,6,0
29B  ,02   ,6,0
30   ,02   ,6,0
31   ,02   ,6,0
32   ,02   ,6,0
33+34,02   ,6,0
35   ,02   ,6,0
36   ,02   ,6,0
37   ,02   ,6,0
38   ,02   ,6,0
39   ,02   ,6,0
40   ,02   ,6,0
41   ,02   ,6,0
42   ,02   ,6,0
43   ,02   ,6,0
44+45,02   ,6,0
46   ,02   ,6,0
47   ,02   ,6,0
48   ,02   ,6,0
49   ,02   ,6,0
50   ,02   ,6,0
51   ,02   ,6,0
52   ,02   ,6,0
53   ,02   ,6,0
54   ,02   ,6,0
55   ,02   ,6,0
56   ,02   ,6,0
57   ,02   ,6,0
58   ,02   ,6,0
59A  ,02   ,6,0
59B  ,02   ,6,0
60   ,02   ,6,0
61   ,02   ,6,0
62   ,02   ,6,0
63   ,02   ,6,0
64   ,02   ,6,0
65A  ,02   ,6,0
65B  ,02   ,6,0
65C  ,02   ,6,0
65D  ,02   ,6,0
65E  ,02   ,6,0
66   ,02   ,6,0
67   ,02   ,6,0
68A  ,02   ,6,0
68B  ,02   ,6,0
68C  ,02   ,6,0
69A  ,02   ,6,0
69B  ,02   ,6,0
70A  ,02   ,6,0
70B  ,02   ,6,0
71A  ,02   ,6,0
71B  ,02   ,6,0
72A  ,02   ,6,0
72B  ,02   ,6,0
73A  ,02   ,6,0
73B  ,02   ,6,0
73C  ,02   ,6,0
73D  ,02   ,6,0
74   ,02   ,6,0
75   ,02   ,6,0
76   ,02   ,6,0
77A  ,02   ,6,0
77B  ,02   ,6,0
78   ,02   ,6,0
79   ,02   ,6,0
82   ,02   ,6,0
84   ,02   ,6,0
85   ,02   ,6,0
01   ,03   ,6,205
02   ,03   ,6,2047
03   ,03   ,6,9613
04   ,03   ,6,0
05+06,03   ,6,0
07   ,03   ,6,0
08   ,03   ,6,0
09+10,03   ,6,0
11   ,03   ,6,0
12   ,03   ,6,0
13   ,03   ,6,0
14   ,03   ,6,0
15   ,03   ,6,0
16   ,03   ,6,0
17   ,03   ,6,0
18   ,03   ,6,0
19   ,03   ,6,0
20+21,03   ,6,0
22+23,03   ,6,0
24   ,03   ,6,0
25   ,03   ,6,0
26A  ,03   ,6,0
26B  ,03   ,6,0
27A  ,03   ,6,0
27B  ,03   ,6,0
28   ,03   ,6,0
29A  ,03   ,6,0
29B  ,03   ,6,0
30   ,03   ,6,0
31   ,03   ,6,0
32   ,03   ,6,0
33+34,03   ,6,0
35   ,03   ,6,0
36   ,03   ,6,0
37   ,03   ,6,0
38   ,03   ,6,0
39   ,03   ,6,0
40   ,03   ,6,0
41   ,03   ,6,0
42   ,03   ,6,0
43   ,03   ,6,0
44+45,03   ,6,0
46   ,03   ,6,0
47   ,03   ,6,0
48   ,03   ,6,0
49   ,03   ,6,0
50   ,03   ,6,0
51   ,03   ,6,0
52   ,03   ,6,0
53   ,03   ,6,0
54   ,03   ,6,0
55   ,03   ,6,0
56   ,03   ,6,0
57   ,03   ,6,0
58   ,03   ,6,0
59A  ,03   ,6,0
59B  ,03   ,6,0
60   ,03   ,6,0
61   ,03   ,6,0
62   ,03   ,6,0
63   ,03   ,6,0
64   ,03   ,6,0
65A  ,03   ,6,0
65B  ,03   ,6,0
65C  ,03   ,6,0
65D  ,03   ,6,0
65E  ,03   ,6,0
66   ,03   ,6,0
67   ,03   ,6,0
68A  ,03   ,6,0
68B  ,03   ,6,0
68C  ,03   ,6,0
69A  ,03   ,6,0
69B  ,03   ,6,0
70A  ,03   ,6,0
70B  ,03   ,6,0
71A  ,03   ,6,0
71B  ,03   ,6,0
72A  ,03   ,6,0
72B  ,03   ,6,0
73A  ,03   ,6,0
73B  ,03   ,6,0
73C  ,03   ,6,0
73D  ,03   ,6,0
74   ,03   ,6,0
75   ,03   ,6,0
76   ,03   ,6,0
77A  ,03   ,6,0
77B  ,03   ,6,0
78   ,03   ,6,0
79   ,03   ,6,0
82   ,03   ,6,0
84   ,03   ,6,0
85   ,03   ,6,0
01   ,04   ,6,503
02   ,04   ,6,1051
03   ,04   ,6,0
04   ,04   ,6,27129
05+06,04   ,6,0
07   ,04   ,6,0
08   ,04   ,6,0
09+10,04   ,6,0
11   ,04   ,6,0
12   ,04   ,6,0
13   ,04   ,6,0
14   ,04   ,6,0
15   ,04   ,6,0
16   ,04   ,6,0
17   ,04   ,6,0
18   ,04   ,6,0
19   ,04   ,6,0
20+21,04   ,6,0
22+23,04   ,6,0
24   ,04   ,6,0
25   ,04   ,6,0
26A  ,04   ,6,0
26B  ,04   ,6,0
27A  ,04   ,6,0
27B  ,04   ,6,0
28   ,04   ,6,0
29A  ,04   ,6,0
29B  ,04   ,6,0
30   ,04   ,6,0
31   ,04   ,6,0
32   ,04   ,6,0
33+34,04   ,6,0
35   ,04   ,6,0
36   ,04   ,6,0
37   ,04   ,6,0
38   ,04   ,6,0
39   ,04   ,6,0
40   ,04   ,6,0
41   ,04   ,6,0
42   ,04   ,6,0
43   ,04   ,6,0
44+45,04   ,6,0
46   ,04   ,6,0
47   ,04   ,6,0
48   ,04   ,6,0
49   ,04   ,6,0
50   ,04   ,6,0
51   ,04   ,6,0
52   ,04   ,6,0
53   ,04   ,6,0
54   ,04   ,6,0
55   ,04   ,6,0
56   ,04   ,6,0
57   ,04   ,6,0
58   ,04   ,6,0
59A  ,04   ,6,0
59B  ,04   ,6,0
60   ,04   ,6,0
61   ,04   ,6,0
62   ,04   ,6,0
63   ,04   ,6,0
64   ,04   ,6,0
65A  ,04   ,6,0
65B  ,04   ,6,0
65C  ,04   ,6,0
65D  ,04   ,6,0
65E  ,04   ,6,0
66   ,04   ,6,0
67   ,04   ,6,0
68A  ,04   ,6,0
68B  ,04   ,6,0
68C  ,04   ,6,0
69A  ,04   ,6,605
69B  ,04   ,6,371
70A  ,04   ,6,0
70B  ,04   ,6,0
71A  ,04   ,6,0
71B  ,04   ,6,0
72A  ,04   ,6,0
72B  ,04   ,6,0
73A  ,04   ,6,0
73B  ,04   ,6,146
73C  ,04   ,6,0
73D  ,04   ,6,0
74   ,04   ,6,0
75   ,04   ,6,0
76   ,04   ,6,0
77A  ,04   ,6,0
77B  ,04   ,6,0
78   ,04   ,6,0
79   ,04   ,6,0
82   ,04   ,6,0
84   ,04   ,6,0
85   ,04   ,6,0
01   ,05+06,6,0
02   ,05+06,6,0
03   ,05+06,6,0
04   ,05+06,6,0
05+06,05+06,6,10726
07   ,05+06,6,0
08   ,05+06,6,0
09+10,05+06,6,12
11   ,05+06,6,0
12   ,05+06,6,0
13   ,05+06,6,0
14   ,05+06,6,0
15   ,05+06,6,0
16   ,05+06,6,0
17   ,05+06,6,0
18   ,05+06,6,0
19   ,05+06,6,0
20+21,05+06,6,0
22+23,05+06,6,0
24   ,05+06,6,0
25   ,05+06,6,0
26A  ,05+06,6,0
26B  ,05+06,6,0
27A  ,05+06,6,0
27B  ,05+06,6,0
28   ,05+06,6,0
29A  ,05+06,6,0
29B  ,05+06,6,0
30   ,05+06,6,0
31   ,05+06,6,0
32   ,05+06,6,0
33+34,05+06,6,0
35   ,05+06,6,0
36   ,05+06,6,1
37   ,05+06,6,0
38   ,05+06,6,0
39   ,05+06,6,0
40   ,05+06,6,0
41   ,05+06,6,0
42   ,05+06,6,0
43   ,05+06,6,0
44+45,05+06,6,0
46   ,05+06,6,0
47   ,05+06,6,0
48   ,05+06,6,0
49   ,05+06,6,0
50   ,05+06,6,0
51   ,05+06,6,0
52   ,05+06,6,0
53   ,05+06,6,0
54   ,05+06,6,0
55   ,05+06,6,0
56   ,05+06,6,0
57   ,05+06,6,0
58   ,05+06,6,0
59A  ,05+06,6,0
59B  ,05+06,6,0
60   ,05+06,6,0
61   ,05+06,6,0
62   ,05+06,6,0
63   ,05+06,6,0
64   ,05+06,6,0
65A  ,05+06,6,0
65B  ,05+06,6,0
65C  ,05+06,6,0
65D  ,05+06,6,0
65E  ,05+06,6,0
66   ,05+06,6,0
67   ,05+06,6,0
68A  ,05+06,6,0
68B  ,05+06,6,0
68C  ,05+06,6,0
69A  ,05+06,6,0
69B  ,05+06,6,0
70A  ,05+06,6,0
70B  ,05+06,6,0
71A  ,05+06,6,0
71B  ,05+06,6,0
72A  ,05+06,6,0
72B  ,05+06,6,0
73A  ,05+06,6,0
73B  ,05+06,6,0
73C  ,05+06,6,0
73D  ,05+06,6,0
74   ,05+06,6,0
75   ,05+06,6,0
76   ,05+06,6,0
77A  ,05+06,6,0
77B  ,05+06,6,0
78   ,05+06,6,0
79   ,05+06,6,0
82   ,05+06,6,0
84   ,05+06,6,0
85   ,05+06,6,0
01   ,07   ,6,0
02   ,07   ,6,0
03   ,07   ,6,0
04   ,07   ,6,0
05+06,07   ,6,8
07   ,07   ,6,26907
08   ,07   ,6,0
09+10,07   ,6,2
11   ,07   ,6,0
12   ,07   ,6,0
13   ,07   ,6,0
14   ,07   ,6,0
15   ,07   ,6,0
16   ,07   ,6,0
17   ,07   ,6,0
18   ,07   ,6,0
19   ,07   ,6,0
20+21,07   ,6,0
22+23,07   ,6,0
24   ,07   ,6,0
25   ,07   ,6,0
26A  ,07   ,6,0
26B  ,07   ,6,0
27A  ,07   ,6,0
27B  ,07   ,6,0
28   ,07   ,6,0
29A  ,07   ,6,0
29B  ,07   ,6,0
30   ,07   ,6,0
31   ,07   ,6,0
32   ,07   ,6,0
33+34,07   ,6,0
35   ,07   ,6,0
36   ,07   ,6,0
37   ,07   ,6,0
38   ,07   ,6,0
39   ,07   ,6,0
40   ,07   ,6,0
41   ,07   ,6,0
42   ,07   ,6,0
43   ,07   ,6,0
44+45,07   ,6,0
46   ,07   ,6,0
47   ,07   ,6,0
48   ,07   ,6,0
49   ,07   ,6,0
50   ,07   ,6,0
51   ,07   ,6,0
52   ,07   ,6,0
53   ,07   ,6,0
54   ,07   ,6,0
55   ,07   ,6,0
56   ,07   ,6,0
57   ,07   ,6,0
58   ,07   ,6,0
59A  ,07   ,6,0
59B  ,07   ,6,0
60   ,07   ,6,0
61   ,07   ,6,0
62   ,07   ,6,0
63   ,07   ,6,0
64   ,07   ,6,0
65A  ,07   ,6,0
65B  ,07   ,6,0
65C  ,07   ,6,0
65D  ,07   ,6,0
65E  ,07   ,6,0
66   ,07   ,6,0
67   ,07   ,6,0
68A  ,07   ,6,0
68B  ,07   ,6,0
68C  ,07   ,6,0
69A  ,07   ,6,0
69B  ,07   ,6,0
70A  ,07   ,6,0
70B  ,07   ,6,0
71A  ,07   ,6,0
71B  ,07   ,6,0
72A  ,07   ,6,0
72B  ,07   ,6,0
73A  ,07   ,6,0
73B  ,07   ,6,0
73C  ,07   ,6,0
73D  ,07   ,6,0
74   ,07   ,6,0
75   ,07   ,6,0
76   ,07   ,6,0
77A  ,07   ,6,0
77B  ,07   ,6,0
78   ,07   ,6,0
79   ,07   ,6,0
82   ,07   ,6,0
84   ,07   ,6,0
85   ,07   ,6,0
01   ,08   ,6,0
02   ,08   ,6,0
03   ,08   ,6,0
04   ,08   ,6,0
05+06,08   ,6,0
07   ,08   ,6,0
08   ,08   ,6,97613
09+10,08   ,6,0
11   ,08   ,6,0
12   ,08   ,6,0
13   ,08   ,6,0
14   ,08   ,6,0
15   ,08   ,6,0
16   ,08   ,6,0
17   ,08   ,6,0
18   ,08   ,6,0
19   ,08   ,6,0
20+21,08   ,6,0
22+23,08   ,6,0
24   ,08   ,6,0
25   ,08   ,6,0
26A  ,08   ,6,0
26B  ,08   ,6,0
27A  ,08   ,6,10
27B  ,08   ,6,0
28   ,08   ,6,0
29A  ,08   ,6,0
29B  ,08   ,6,0
30   ,08   ,6,0
31   ,08   ,6,0
32   ,08   ,6,0
33+34,08   ,6,0
35   ,08   ,6,0
36   ,08   ,6,0
37   ,08   ,6,0
38   ,08   ,6,0
39   ,08   ,6,0
40   ,08   ,6,0
41   ,08   ,6,0
42   ,08   ,6,0
43   ,08   ,6,0
44+45,08   ,6,0
46   ,08   ,6,0
47   ,08   ,6,0
48   ,08   ,6,0
49   ,08   ,6,0
50   ,08   ,6,0
51   ,08   ,6,0
52   ,08   ,6,0
53   ,08   ,6,0
54   ,08   ,6,0
55   ,08   ,6,0
56   ,08   ,6,0
57   ,08   ,6,0
58   ,08   ,6,0
59A  ,08   ,6,0
59B  ,08   ,6,0
60   ,08   ,6,0
61   ,08   ,6,0
62   ,08   ,6,0
63   ,08   ,6,0
64   ,08   ,6,0
65A  ,08   ,6,0
65B  ,08   ,6,0
65C  ,08   ,6,0
65D  ,08   ,6,0
65E  ,08   ,6,0
66   ,08   ,6,0
67   ,08   ,6,0
68A  ,08   ,6,0
68B  ,08   ,6,0
68C  ,08   ,6,0
69A  ,08   ,6,0
69B  ,08   ,6,0
70A  ,08   ,6,0
70B  ,08   ,6,0
71A  ,08   ,6,0
71B  ,08   ,6,0
72A  ,08   ,6,0
72B  ,08   ,6,0
73A  ,08   ,6,0
73B  ,08   ,6,0
73C  ,08   ,6,0
73D  ,08   ,6,0
74   ,08   ,6,0
