1110,1110,1,132628.6
1110,1150,1,1583.6
1110,2302,1,23.0
1110,7130,1,698.5
1120,1120,1,103729.1
1120,1130,1,96.0
1120,1150,1,778.1
1120,2302,1,34.0
1120,3110,1,18.9
1120,7130,1,450.7
1130,1110,1,50.6
1130,1130,1,27545.5
1130,1140,1,1.5
1130,1150,1,9.7
1130,2302,1,8.0
1130,3210,1,44.5
1130,4200,1,455.0
1130,7130,1,0.2
1140,1140,1,6048.0
1150,1150,1,12040.0
1150,3110,1,293.0
1150,5415,1,2.2
2110,2110,1,83339.1
2110,2130,1,248.0
2110,2302,1,13.1
2110,3240,1,7679.0
2110,3251,1,67.0
2110,4200,1,4.0
2110,5415,1,224.6
2121,2121,1,23287.0
2121,2123,1,9.0
2121,2130,1,20.0
2121,2302,1,35.2
2121,4200,1,50.0
2121,5415,1,6.6
2122,2122,1,11219.0
2122,2123,1,8.0
2122,2302,1,54.9
2122,5415,1,9.1
2123,2121,1,5.0
2123,2122,1,10.0
2123,2123,1,15082.0
2123,2130,1,69.0
2123,2302,1,5.4
2123,3240,1,109.0
2123,3251,1,1693.0
2123,3270,1,193.0
2123,4200,1,8.0
2123,5415,1,6.9
2130,2110,1,49.0
2130,2123,1,11.0
2130,2130,1,24883.1
2130,332B,1,11.0
2130,4200,1,233.0
2130,5415,1,11.1
2211,2211,1,192674.7
2211,2212,1,18354.0
2211,2213,1,1932.0
2211,2302,1,11890.0
2211,4860,1,288.0
2211,4A00,1,40.0
2211,5415,1,346.9
2212,2110,1,381.0
2212,2212,1,50244.3
2212,2213,1,11.0
2212,2302,1,3121.0
2212,4860,1,2713.0
2212,4A00,1,22.0
2212,5415,1,116.8
2213,2213,1,5174.5
2213,2302,1,214.6
2213,5415,1,5.1
2213,S002,1,729.2
2301,2301,1,230999.7
2302,2302,1,338145.2
2303,2303,1,101064.8
3110,2302,1,53.4
3110,3110,1,403978.2
3110,3121,1,793.0
3110,3140,1,8.0
3110,3160,1,240.0
3110,3251,1,1288.0
3110,3254,1,270.0
3110,3259,1,34.0
3110,3260,1,8.0
3110,4200,1,3699.0
3110,5415,1,150.7
3121,2302,1,12.0
3121,3110,1,755.0
3121,3121,1,65279.0
3121,4200,1,952.0
3121,5415,1,17.3
3122,2302,1,0.6
3122,3122,1,41275.3
3122,4200,1,155.0
3122,5415,1,180.8
3130,2302,1,13.8
3130,3130,1,53116.7
3130,3140,1,1677.0
3130,3150,1,45.0
3130,3221,1,81.0
