1110,1110,7,1.0723377
1110,1120,7,0.3656503
1110,1130,7,0.0350815
1110,1140,7,0.0310710
1110,1150,7,0.2084075
1110,2110,7,0.0006847
1110,2121,7,0.0009649
1110,2122,7,0.0013295
1110,2123,7,0.0010361
1110,2130,7,0.0012019
1110,2211,7,0.0011822
1110,2212,7,0.0009486
1110,2213,7,0.0016180
1110,2301,7,0.0054197
1110,2302,7,0.0022776
1110,2303,7,0.0051897
1110,3110,7,0.2084977
1110,3121,7,0.0513793
1110,3122,7,0.0916389
1110,3130,7,0.0809447
1110,3140,7,0.0285772
1110,3150,7,0.0271902
1110,3160,7,0.0370507
1110,3210,7,0.0089074
1110,3221,7,0.0075984
1110,3222,7,0.0048815
1110,3230,7,0.0033952
1110,3240,7,0.0016206
1110,3251,7,0.0111426
1110,3252,7,0.0093266
1110,3253,7,0.0063493
1110,3254,7,0.0080871
1110,3255,7,0.0066260
1110,3256,7,0.0055806
1110,3259,7,0.0094959
1110,3260,7,0.0047768
1110,3270,7,0.0016345
1110,3315,7,0.0009830
1110,331A,7,0.0011534
1110,331B,7,0.0012750
1110,3321,7,0.0011855
1110,3322,7,0.0011470
1110,3323,7,0.0010634
1110,3324,7,0.0012567
1110,332A,7,0.0013697
1110,332B,7,0.0010997
1110,3331,7,0.0013381
1110,3332,7,0.0013252
1110,3333,7,0.0015991
1110,3334,7,0.0015642
1110,3335,7,0.0010992
1110,3336,7,0.0011805
1110,3339,7,0.0013103
1110,3341,7,0.0014151
1110,3344,7,0.0011748
1110,3345,7,0.0014607
1110,3346,7,0.0033567
1110,334A,7,0.0010682
1110,3351,7,0.0013315
1110,3352,7,0.0020110
1110,3353,7,0.0012808
1110,3359,7,0.0017770
1110,3361,7,0.0024530
1110,3364,7,0.0014159
1110,336A,7,0.0028283
1110,336B,7,0.0014474
1110,3370,7,0.0065230
1110,3391,7,0.0046601
1110,3399,7,0.0045138
1110,4200,7,0.0013885
1110,4810,7,0.0039945
1110,4820,7,0.0009498
1110,4830,7,0.0020481
1110,4840,7,0.0008912
1110,4850,7,0.0009300
1110,4860,7,0.0016998
1110,48A0,7,0.0014734
1110,4920,7,0.0042406
1110,4930,7,0.0013917
1110,4A00,7,0.0013473
1110,5111,7,0.0014087
1110,5112,7,0.0013565
1110,5120,7,0.0025197
1110,5131,7,0.0014715
1110,5132,7,0.0010138
1110,5133,7,0.0007302
1110,5141,7,0.0016104
1110,5142,7,0.0011655
1110,5230,7,0.0011197
1110,5240,7,0.0005923
1110,5250,7,0.0014061
1110,52A0,7,0.0012177
1110,5310,7,0.0017612
1110,5321,7,0.0010599
1110,5324,7,0.0010510
1110,532A,7,0.0012179
1110,5330,7,0.0000811
1110,5411,7,0.0012207
1110,5412,7,0.0013126
1110,5413,7,0.0013637
1110,5414,7,0.0016842
1110,5415,7,0.0015594
1110,5416,7,0.0021534
1110,5417,7,0.0016676
1110,5418,7,0.0021107
1110,5419,7,0.0021812
1110,5500,7,0.0005558
1110,5613,7,0.0004228
1110,5615,7,0.0014000
1110,561A,7,0.0207649
1110,5620,7,0.0013294
1110,6100,7,0.0015499
1110,6210,7,0.0015639
1110,6220,7,0.0057785
1110,6230,7,0.0109627
1110,6240,7,0.0129234
1110,7130,7,0.0146012
1110,71A0,7,0.0026325
1110,7210,7,0.0013962
1110,7220,7,0.0528834
1110,8111,7,0.0013262
1110,811A,7,0.0011529
1110,8120,7,0.0021209
1110,813A,7,0.0015634
1110,813B,7,0.0036981
1110,8140,7,0.0000000
1110,S001,7,0.0017611
1110,S002,7,0.0017405
1110,S003,7,0.0000000
1110,S004,7,0.0000000
1110,S005,7,0.0000000
1110,S006,7,0.0000000
1110,S007,7,0.0000000
1110,S008,7,0.0007538
1120,1110,7,0.0115924
1120,1120,7,1.2580528
1120,1130,7,0.0325499
1120,1140,7,0.0225046
1120,1150,7,0.1504514
1120,2110,7,0.0003580
1120,2121,7,0.0005253
1120,2122,7,0.0008511
1120,2123,7,0.0006579
1120,2130,7,0.0006602
1120,2211,7,0.0008171
1120,2212,7,0.0005258
1120,2213,7,0.0006429
1120,2301,7,0.0012355
1120,2302,7,0.0007178
1120,2303,7,0.0011940
1120,3110,7,0.2906506
1120,3121,7,0.0426519
1120,3122,7,0.0014368
1120,3130,7,0.0112543
1120,3140,7,0.0066269
1120,3150,7,0.0045308
1120,3160,7,0.0448652
1120,3210,7,0.0078874
1120,3221,7,0.0073005
1120,3222,7,0.0035945
1120,3230,7,0.0024085
1120,3240,7,0.0010310
1120,3251,7,0.0048954
1120,3252,7,0.0028833
1120,3253,7,0.0061810
1120,3254,7,0.0031015
1120,3255,7,0.0055809
1120,3256,7,0.0056199
1120,3259,7,0.0040632
1120,3260,7,0.0019994
1120,3270,7,0.0009894
1120,3315,7,0.0006834
1120,331A,7,0.0007449
1120,331B,7,0.0008533
1120,3321,7,0.0007689
1120,3322,7,0.0007481
1120,3323,7,0.0007128
1120,3324,7,0.0008585
1120,332A,7,0.0008037
1120,332B,7,0.0007075
1120,3331,7,0.0008308
1120,3332,7,0.0008456
1120,3333,7,0.0008943
1120,3334,7,0.0008975
1120,3335,7,0.0007171
1120,3336,7,0.0007627
1120,3339,7,0.0007726
1120,3341,7,0.0007969
1120,3344,7,0.0007027
1120,3345,7,0.0007036
1120,3346,7,0.0012211
1120,334A,7,0.0006846
1120,3351,7,0.0008689
1120,3352,7,0.0010551
1120,3353,7,0.0008448
1120,3359,7,0.0009988
1120,3361,7,0.0011966
1120,3364,7,0.0008342
1120,336A,7,0.0013834
1120,336B,7,0.0009228
