1110,1110,5,0.0536700
1110,1120,5,0.2483400
1110,1150,5,0.0552800
1110,2110,5,0.0000000
1110,2211,5,0.0000000
1110,2212,5,0.0000100
1110,2301,5,0.0032300
1110,2302,5,0.0009800
1110,2303,5,0.0031000
1110,3110,5,0.0960600
1110,3121,5,0.0188700
1110,3122,5,0.0768500
1110,3130,5,0.0565900
1110,3140,5,0.0007700
1110,3150,5,0.0000400
1110,3251,5,0.0062600
1110,3254,5,0.0040100
1110,3259,5,0.0042100
1110,3399,5,0.0005800
1110,4200,5,0.0000300
1110,4830,5,0.0000500
1110,48A0,5,0.0000100
1110,4A00,5,0.0000800
1110,5112,5,0.0000100
1110,5133,5,0.0000000
1110,5142,5,0.0000100
1110,52A0,5,0.0000000
1110,5310,5,0.0001700
1110,5411,5,0.0000000
1110,5412,5,0.0000500
1110,5413,5,0.0000700
1110,5415,5,0.0000100
1110,5416,5,0.0000200
1110,5418,5,0.0000700
1110,561A,5,0.0181500
1110,6100,5,0.0000000
1110,6210,5,0.0000000
1110,6220,5,0.0004800
1110,6230,5,0.0012000
1110,6240,5,0.0012900
1110,7130,5,0.0011300
1110,71A0,5,0.0001400
1110,7210,5,0.0000300
1110,7220,5,0.0095600
1110,8111,5,0.0000100
1110,813A,5,0.0001100
1110,813B,5,0.0003800
1110,S001,5,0.0001500
1110,S002,5,0.0000800
1110,S008,5,0.0002800
1120,1120,5,0.1599400
1120,1130,5,0.0012700
1120,1150,5,0.0770600
1120,3110,5,0.1914200
1120,3130,5,0.0057700
1120,3140,5,0.0011000
1120,3150,5,0.0000700
1120,3256,5,0.0000100
1120,3399,5,0.0000100
1120,48A0,5,0.0001200
1120,5417,5,0.0006400
1120,561A,5,0.0000000
1120,6100,5,0.0000300
1120,6220,5,0.0002000
1120,6230,5,0.0002200
1120,6240,5,0.0000200
1120,7130,5,0.0009300
1120,71A0,5,0.0006500
1120,7210,5,0.0000000
1120,7220,5,0.0043800
1120,8120,5,0.0009400
1120,813B,5,0.0000000
1130,1110,5,0.0000400
1130,1130,5,0.2856700
1130,1150,5,0.0020700
1130,2121,5,0.0006100
1130,3110,5,0.0001400
1130,3121,5,0.0001700
1130,3130,5,0.0000600
1130,3150,5,0.0005200
1130,3160,5,0.0011600
1130,3210,5,0.1660800
1130,3221,5,0.0620700
1130,3222,5,0.0002200
1130,3230,5,0.0001200
1130,3240,5,0.0000100
1130,3251,5,0.0006000
1130,3252,5,0.0000300
1130,3253,5,0.0009400
1130,3254,5,0.0000100
1130,3255,5,0.0007100
1130,3259,5,0.0000600
1130,3260,5,0.0076000
1130,3270,5,0.0000100
1130,331B,5,0.0001300
1130,3359,5,0.0004000
1130,336A,5,0.0000100
1130,3370,5,0.0004000
1130,3399,5,0.0013200
1130,4200,5,0.0000000
1130,5417,5,0.0000400
1130,561A,5,0.0000400
1130,6100,5,0.0000200
1130,71A0,5,0.0000400
1130,811A,5,0.0000100
1130,8120,5,0.0004800
1140,1140,5,0.0532700
1140,3110,5,0.0062300
1140,4830,5,0.0001800
1140,6220,5,0.0002300
1140,6230,5,0.0000800
1140,7130,5,0.0000100
1140,7210,5,0.0000400
1140,7220,5,0.0095700
1140,813B,5,0.0000400
1140,S001,5,0.0001600
1150,1110,5,0.0665500
1150,1120,5,0.0183800
1150,1130,5,0.1080700
1150,1140,5,0.1315800
1150,5310,5,0.0008200
2110,1130,5,0.0001000
2110,2110,5,0.1265200
2110,2121,5,0.0002100
2110,2122,5,0.0058300
2110,2123,5,0.0079500
2110,2130,5,0.0004400
2110,2211,5,0.0699900
2110,2212,5,0.4206100
2110,3110,5,0.0000300
2110,3121,5,0.0000200
2110,3122,5,0.0000300
2110,3130,5,0.0000900
2110,3140,5,0.0000500
2110,3150,5,0.0000300
2110,3160,5,0.0001000
2110,3210,5,0.0000800
2110,3221,5,0.0002200
2110,3222,5,0.0000200
2110,3230,5,0.0000400
