142300	8	 1.6745712 
142400	8	 2.6945216 
142500	8	 2.8318397 
142600	8	 2.81616 
142700	8	 2.8451488 
142800	8	 2.3237645 
142900	8	 2.8929787 
143000	8	 1.6364364 
143100	8	 2.4248742 
143201	8	 2.142816 
143202	8	 2.2775427 
150101	8	 1.6350838 
150102	8	 1.8616183 
150103	8	 1.7269591 
150200	8	 2.6086923 
160100	8	 2.4138626 
160200	8	 2.2241233 
160300	8	 2.4625353 
160400	8	 2.5181875 
170100	8	 2.5936609 
170600	8	 2.5262368 
170700	8	 2.4244247 
170900	8	 2.3433198 
171001	8	 2.2692738 
171100	8	 2.2712962 
180101	8	 2.3676603 
180102	8	 2.3913003 
180300	8	 2.7216301 
180400	8	 2.4736807 
190100	8	 2.4738313 
190200	8	 2.4585784 
190301	8	 2.2955885 
190302	8	 2.1736629 
190303	8	 1.755722 
190304	8	 2.4654904 
190305	8	 1.958202 
190306	8	 2.2436008 
200100	8	 2.2113505 
200200	8	 2.4163696 
200300	8	 2.1445308 
200400	8	 2.0193433 
200501	8	 2.3833248 
200502	8	 2.0968543 
200600	8	 2.3977123 
200701	8	 2.3687943 
200702	8	 2.3986583 
200703	8	 2.3917249 
200800	8	 2.6690809 
200901	8	 2.350919 
200903	8	 2.1346295 
200904	8	 2.158657 
210000	8	 2.2333904 
220101	8	 2.0466511 
220102	8	 2.2977062 
220103	8	 2.2278324 
220200	8	 2.2498771 
220300	8	 2.1743068 
220400	8	 2.2762089 
230100	8	 2.1205692 
230200	8	 2.1464305 
230300	8	 2.332318 
230400	8	 1.9794448 
230500	8	 2.0651437 
230600	8	 1.9053463 
230700	8	 1.913385 
240100	8	 2.2629774 
240400	8	 2.245576 
240500	8	 2.1219207 
240701	8	 2.2868975 
240702	8	 2.3028341 
240703	8	 2.2861182 
240705	8	 2.127403 
240706	8	 2.1488597 
240800	8	 2.2356599 
250000	8	 2.4298078 
260100	8	 1.6236382 
260200	8	 1.9041626 
260301	8	 1.8916557 
260302	8	 1.9891861 
260400	8	 1.6823181 
260501	8	 2.015295 
260601	8	 2.1111643 
260602	8	 1.8462711 
260700	8	 1.6849043 
260802	8	 1.6427064 
260803	8	 1.5913827 
260806	8	 1.5604748 
270100	8	 2.2988196 
270201	8	 2.5219523 
270300	8	 2.124194 
270401	8	 2.0881522 
270402	8	 2.313791 
270403	8	 1.7877089 
270404	8	 2.4511575 
270405	8	 2.1347084 
270406	8	 2.2376199 
280100	8	 2.4692881 
280200	8	 2.3240633 
280300	8	 2.419382 
280400	8	 2.3559838 
290100	8	 1.8474452 
290201	8	 2.2075392 
290202	8	 2.0109892 
290203	8	 2.2702267 
290300	8	 2.0027334 
300000	8	 2.2913711 
310101	8	 2.6165027 
310102	8	 2.7868906 
310103	8	 2.2933067 
310200	8	 2.3894613 
310300	8	 2.2225851 
320100	8	 2.1125293 
320200	8	 2.3290731 
320300	8	 2.1192916 
320400	8	 2.2184787 
320500	8	 2.196002 
320600	8	 1.9547734 
330001	8	 3.1573925 
340100	8	 2.5890691 
340201	8	 2.546121 
340202	8	 2.0320525 
340301	8	 2.62591 
340302	8	 2.2834984 
340303	8	 2.1580382 
340304	8	 2.0288786 
340305	8	 2.2517325 
350100	8	 1.9027346 
350200	8	 1.9352701 
360100	8	 2.0642969 
360200	8	 1.9026511 
360300	8	 1.9086959 
360400	8	 2.1528526 
360500	8	 1.9483832 
360600	8	 1.6794472 
360701	8	 1.677841 
360702	8	 2.066363 
360800	8	 1.738237 
360900	8	 1.8355838 
361000	8	 2.0170469 
361100	8	 2.0033675 
361200	8	 2.179425 
361300	8	 2.1677989 
361400	8	 2.3592699 
361500	8	 1.9116204 
361600	8	 2.0587019 
361700	8	 2.1097529 
361900	8	 1.9578222 
362000	8	 1.9495604 
362100	8	 2.0135221 
362200	8	 1.9724259 
370101	8	 2.3245098 
370102	8	 2.5714982 
370103	8	 2.2997676 
370200	8	 1.8265951 
370300	8	 2.1905252 
370401	8	 1.9395364 
370402	8	 2.1232 
380100	8	 2.9118485 
380400	8	 2.3908581 
380501	8	 2.2470649 
380700	8	 2.7668532 
380800	8	 2.5678634 
380900	8	 2.3162 
381000	8	 2.6140302 
381100	8	 2.0627613 
381400	8	 2.3801675 
390100	8	 2.9070283 
390200	8	 2.5144576 
400100	8	 2.0043852 
400200	8	 2.3663098 
400300	8	 2.0338285 
400400	8	 2.2117707 
400500	8	 2.2498065 
400600	8	 2.1097446 
400700	8	 2.1962134 
400800	8	 2.0779404 
400901	8	 2.3202066 
400902	8	 2.5112747 
410100	8	 2.0065239 
410201	8	 2.285634 
410202	8	 2.2763701 
410203	8	 2.1688485 
420100	8	 1.8134265 
420201	8	 1.8950576 
420202	8	 2.0076647 
420300	8	 2.0964438 
420401	8	 1.8370809 
420402	8	 2.2711243 
420500	8	 2.1603683 
420700	8	 2.0868645 
420800	8	 2.0363557 
421000	8	 2.414368 
421100	8	 2.1152634 
430100	8	 2.0050918 
430200	8	 2.3029207 
440001	8	 2.0504333 
440002	8	 2.3429262 
450100	8	 2.183833 
450200	8	 2.1339201 
450300	8	 2.2401221 
460100	8	 2.3072165 
460200	8	 1.9587232 
460300	8	 2.0524616 
460400	8	 2.3036444 
470100	8	 2.0269277 
470200	8	 2.044044 
470300	8	 1.7564764 
470401	8	 2.1182621 
470402	8	 2.0009801 
470404	8	 2.0366055 
470405	8	 1.6024226 
470500	8	 1.899619 
480100	8	 2.0226541 
480200	8	 2.0500908 
480300	8	 2.192615 
480400	8	 2.0384351 
480500	8	 2.1111838 
480600	8	 1.9724244 
490100	8	 2.1088448 
490200	8	 1.9977841 
490300	8	 2.0266455 
490500	8	 1.9472864 
490600	8	 2.0033038 
490700	8	 1.9575328 
490800	8	 1.8767298 
500100	8	 2.143248 
500200	8	 1.9450332 
500300	8	 1.9552168 
500400	8	 1.8117959 
510102	8	 2.0496947 
510103	8	 2.3544223 
510104	8	 2.2835268 
510400	8	 2.0370272 
520100	8	 2.0307249 
520200	8	 2.1300204 
520300	8	 2.248304 
520400	8	 2.2381182 
520500	8	 2.0324875 
530200	8	 2.1456915 
530300	8	 1.8852374 
530400	8	 2.1235442 
530500	8	 1.8988624 
530700	8	 1.9353841 
530800	8	 2.2312868 
540100	8	 2.459513 
540200	8	 2.3603165 
540300	8	 2.3221201 
540400	8	 2.2074931 
540500	8	 2.1246439 
540700	8	 2.409355 
550100	8	 1.8294116 
550200	8	 2.1927128 
550300	8	 1.9454546 
560100	8	 2.6581887 
560200	8	 1.8961946 
560300	8	 1.9500145 
560500	8	 1.8716258 
570100	8	 2.3043859 
570200	8	 1.7519769 
570300	8	 2.1546469 
580100	8	 2.1646134 
580200	8	 2.1306803 
580400	8	 2.0470496 
580600	8	 2.2758055 
580700	8	 2.0809283 
590100	8	 2.4071392 
590200	8	 2.5844627 
590301	8	 2.7900791 
590302	8	 2.3992916 
600100	8	 2.2603368 
600200	8	 1.947389 
600400	8	 1.7965989 
610100	8	 1.7402286 
610200	8	 2.0511646 
610300	8	 2.1743951 
610500	8	 2.1385786 
610601	8	 2.5348983 
610603	8	 2.7374156 
610700	8	 2.1503549 
620101	8	 1.7728194 
620102	8	 1.8809226 
620200	8	 1.8498366 
620300	8	 1.9513068 
620400	8	 1.7659561 
620500	8	 1.8446123 
620600	8	 1.9976737 
620700	8	 2.0833791 
620800	8	 1.9759605 
620900	8	 1.9329789 
621000	8	 1.9223279 
621100	8	 1.8268981 
630200	8	 1.8002742 
630300	8	 1.7628428 
640101	8	 2.2269903 
640102	8	 1.8119255 
640104	8	 2.1963538 
640105	8	 1.8816691 
640200	8	 1.9648135 
640301	8	 2.3007254 
640302	8	 2.1894985 
640400	8	 2.2095705 
640501	8	 2.1040202 
640502	8	 2.1633422 
640503	8	 1.9759713 
640504	8	 2.2591334 
640700	8	 2.0582975 
640800	8	 2.1841299 
640900	8	 2.0016463 
641000	8	 1.889719 
641100	8	 2.0409384 
641200	8	 2.144569 
650100	8	 1.7279439 
650200	8	 2.1272117 
650301	8	 1.9644039 
650302	8	 1.7536573 
650400	8	 1.9504957 
650500	8	 1.8893037 
650600	8	 1.5088 
650701	8	 1.9270838 
650702	8	 1.5911234 
660100	8	 1.6284633 
660200	8	 2.0339409 
670000	8	 2.1249083 
680100	8	 1.6674083 
680201	8	 2.1075578 
680202	8	 2.5774082 
680301	8	 2.0909349 
680302	8	 2.0582266 
690100	8	 1.5066098 
690200	8	 1.5329218 
700100	8	 1.630219 
700200	8	 1.7738568 
700300	8	 1.5913664 
700400	8	 1.9960687 
700500	8	 1.5599356 
710100	8	 1.2298703 
710201	8	 1.4901577 
710202	8	 1 
720101	8	 1.7036456 
720102	8	 2.0728948 
720201	8	 1.7395166 
720202	8	 1.6693318 
720203	8	 1.8460885 
720204	8	 1.5443598 
720205	8	 1.5815469 
720300	8	 1.8438162 
730101	8	 1.4343875 
730102	8	 1.4075341 
730103	8	 1.1446165 
730104	8	 1.6850207 
730106	8	 1.252179 
730107	8	 1.4097128 
730108	8	 1.5438006 
730109	8	 1.522899 
730111	8	 1.6100023 
730112	8	 1.6047597 
730200	8	 1.8182234 
730301	8	 1.4472876 
730302	8	 1.57113 
730303	8	 1.667258 
740000	8	 2.0789713 
750001	8	 1.8235876 
750002	8	 1.9452422 
750003	8	 1.6673825 
760101	8	 2.1575432 
760102	8	 1.8464989 
760201	8	 1.9453052 
760202	8	 1.6178985 
760203	8	 1.4511783 
760204	8	 1.8690253 
760205	8	 1.705618 
760206	8	 1.5386128 
770100	8	 1.4753045 
770200	8	 1.7243211 
770301	8	 1.5697507 
770303	8	 1.4484956 
770304	8	 1.9996728 
770305	8	 1.5765959 
770401	8	 1.7256453 
770402	8	 1.761983 
770403	8	 1.6951761 
770501	8	 2.0015507 
770502	8	 2.0160694 
770503	8	 1.4339844 
770504	8	 2.1097061 
770600	8	 1.647908 
770700	8	 1.7075577 
770800	8	 1.7443814 
770900	8	 1.8715235 
780100	8	 1.3378124 
780500	8	 1.2522829 
790300	8	 2.1096139 
800000	8	 0 
810001	8	 0 
810002	8	 0 
820000	8	 1 
830001	8	 0 
840000	8	 0.9999999 
850000	8	 1.0000001 
