010100	8	 2.7431958 
010200	8	 3.0673753 
010301	8	 2.8967951 
010302	8	 2.5956524 
020100	8	 2.0240816 
020201	8	 1.8944627 
020202	8	 2.0177129 
020203	8	 1.7651148 
020300	8	 2.0581908 
020401	8	 2.0889742 
020402	8	 1.842924 
020501	8	 1.8127195 
020502	8	 1.6080902 
020503	8	 2.1238375 
020600	8	 1.9066233 
020702	8	 1.3328995 
030001	8	 2.0099552 
030002	8	 1.7197792 
040001	8	 2.0169161 
040002	8	 1.5417215 
050001	8	 2.254948 
060100	8	 1.9431061 
060200	8	 2.3752401 
070000	8	 1.7557412 
080001	8	 1.8350103 
090001	8	 1.7984107 
090002	8	 1.7619395 
090003	8	 1.8188916 
090004	8	 1.8415033 
100000	8	 1.789771 
110101	8	 2.1322893 
110102	8	 2.181961 
110105	8	 2.0814531 
110108	8	 2.1947084 
110400	8	 2.096562 
110501	8	 2.0841142 
110601	8	 1.562999 
110602	8	 1.395417 
110603	8	 1.7738362 
110800	8	 2.1314115 
110900	8	 2.0226397 
120101	8	 2.1150108 
120214	8	 1.9795287 
120215	8	 1.5361094 
120300	8	 1.9336581 
130100	8	 1.7798723 
130200	8	 1.8738475 
130300	8	 1.9889219 
130500	8	 1.7384958 
130600	8	 1.9125801 
130700	8	 1.5079705 
140101	8	 3.5097193 
140102	8	 3.4061509 
140105	8	 3.1403081 
140200	8	 3.1387109 
140300	8	 3.1574863 
140400	8	 2.6605288 
140500	8	 2.69506609999999 
140600	8	 3.0022027 
140700	8	 2.3465127 
140800	8	 2.2868329 
140900	8	 2.3207483 
141000	8	 2.231672 
141100	8	 2.1279413 
141200	8	 2.5108211 
141301	8	 2.4073603 
141302	8	 2.3818274 
141401	8	 2.546648 
141402	8	 2.4860596 
141403	8	 2.6576667 
141501	8	 2.7023178 
141502	8	 2.9195232 
141600	8	 2.5595742 
141700	8	 2.2088548 
141801	8	 1.9087432 
141802	8	 1.9613146 
141803	8	 2.4270605 
141900	8	 2.64138 
142002	8	 2.4413953 
142004	8	 2.4821452 
142005	8	 2.1987396 
142101	8	 2.0035201 
142102	8	 2.5161321 
142103	8	 2.0340043 
142104	8	 1.5992026 
142200	8	 2.553778 
