    1     1 5   1.3151537
    1     2 5    .0346801
    1     3 5    .0597456
    1     4 5    .1034924
    1   5+6 5    .0007417
    1     7 5    .0004933
    1     8 5    .0005569
    1  9+10 5    .0006567
    1    11 5    .0018059
    1    12 5    .0018392
    1    13 5    .0006962
    1    14 5    .3067816
    1    15 5    .0030108
    1    16 5    .0169135
    1    17 5    .0058696
    1    18 5    .0060981
    1    19 5    .0071336
    1 20+21 5    .0077811
    1 22+23 5    .0026091
    1    24 5    .0032279
    1    25 5    .0020014
    1   26A 5    .0012702
    1   26B 5    .0015415
    1   27A 5    .0028610
    1   27B 5    .0035607
    1    28 5    .0026050
    1   29A 5    .0052557
    1   29B 5    .0068617
    1    30 5    .0054113
    1    31 5    .0008498
    1    32 5    .0017123
    1 33+34 5    .0517280
    1    35 5    .0010382
    1    36 5    .0011686
    1    37 5    .0008603
    1    38 5    .0009789
    1    39 5    .0010142
    1    40 5    .0009682
    1    41 5    .0008670
    1    42 5    .0009534
    1    43 5    .0007264
    1 44+45 5    .0009015
    1    46 5    .0009557
    1    47 5    .0008908
    1    48 5    .0009113
    1    49 5    .0008555
    1    50 5    .0008112
    1    51 5    .0009240
    1    52 5    .0009081
    1    53 5    .0009440
    1    54 5    .0010966
    1    55 5    .0009978
    1    56 5    .0008161
    1    57 5    .0008868
    1    58 5    .0011956
    1   59A 5    .0013191
    1   59B 5    .0009506
    1    60 5    .0008024
    1    61 5    .0010120
    1    62 5    .0011951
    1    63 5    .0010181
    1    64 5    .0025711
    1   65A 5    .0009888
    1   65B 5    .0013493
    1   65C 5    .0020365
    1   65D 5    .0039987
    1   65E 5    .0020739
    1    66 5    .0006836
    1    67 5    .0034409
    1   68A 5    .0005043
    1   68B 5    .0004681
    1   68C 5    .0014171
    1   69A 5    .0015907
    1   69B 5    .0021777
    1   70A 5    .0015957
    1   70B 5    .0023072
    1   71A 5    .0010721
    1   71B 5    .0016640
    1   72A 5    .0023352
    1   72B 5    .0021341
    1   73A 5    .0011815
    1   73B 5    .0011683
    1   73C 5    .0018592
    1   73D 5    .0019431
    1    74 5    .0724237
    1    75 5    .0012685
    1    76 5    .0073692
    1   77A 5    .0041873
    1   77B 5    .0085235
    1    78 5    .0012164
    1    79 5    .0013461
    1    80 5    .0000000
    1    81 5    .0000000
    1    82 5    .0000000
    1    83 5    .0000000
    1    84 5    .0000000
    1    85 5    .0000000
    2     1 5    .3955529
    2     2 5   1.0700128
    2     3 5    .2339779
    2     4 5    .1698528
    2   5+6 5    .0011953
    2     7 5    .0008398
    2     8 5    .0007418
    2  9+10 5    .0009870
    2    11 5    .0041208
    2    12 5    .0042004
    2    13 5    .0009456
    2    14 5    .1845322
    2    15 5    .0809341
    2    16 5    .1237152
    2    17 5    .0358596
    2    18 5    .0354697
    2    19 5    .0420418
    2 20+21 5    .0304452
    2 22+23 5    .0092371
    2    24 5    .0064608
    2    25 5    .0039114
    2   26A 5    .0017301
    2   26B 5    .0024607
    2   27A 5    .0066705
    2   27B 5    .0039181
    2    28 5    .0097932
    2   29A 5    .0037583
    2   29B 5    .0053328
    2    30 5    .0058670
    2    31 5    .0010698
    2    32 5    .0049840
    2 33+34 5    .0331402
    2    35 5    .0019896
    2    36 5    .0022940
    2    37 5    .0013050
    2    38 5    .0018957
    2    39 5    .0016134
    2    40 5    .0014236
    2    41 5    .0013567
    2    42 5    .0014805
    2    43 5    .0010150
    2 44+45 5    .0012505
    2    46 5    .0012072
    2    47 5    .0011521
    2    48 5    .0011638
    2    49 5    .0012590
    2    50 5    .0009895
    2    51 5    .0010705
    2    52 5    .0013459
    2    53 5    .0012647
    2    54 5    .0020764
    2    55 5    .0015472
    2    56 5    .0011822
    2    57 5    .0012500
    2    58 5    .0016204
    2   59A 5    .0031280
    2   59B 5    .0016134
    2    60 5    .0012354
    2    61 5    .0023336
    2    62 5    .0018907
    2    63 5    .0015520
    2    64 5    .0052290
    2   65A 5    .0012754
    2   65B 5    .0099057
    2   65C 5    .0022066
    2   65D 5    .0030423
    2   65E 5    .0019812
    2    66 5    .0008083
    2    67 5    .0033076
    2   68A 5    .0007528
    2   68B 5    .0006218
    2   68C 5    .0023817
    2   69A 5    .0015014
    2   69B 5    .0017767
    2   70A 5    .0015845
    2   70B 5    .0018753
    2   71A 5    .0017173
    2   71B 5    .0020780
    2   72A 5    .0033133
    2   72B 5    .0026754
    2   73A 5    .0011769
    2   73B 5    .0010822
    2   73C 5    .0015732
    2   73D 5    .0022359
    2    74 5    .0519809
    2    75 5    .0013960
    2    76 5    .0073251
    2   77A 5    .0035470
    2   77B 5    .0068353
    2    78 5    .0015401
    2    79 5    .0023613
    2    80 5    .0000000
    2    81 5    .0000000
    2    82 5    .0000000
    2    83 5    .0000000
    2    84 5    .0000000
    2    85 5    .0000000
    3     1 5    .0016721
    3     2 5    .0007197
    3     3 5    .8007635
    3     4 5    .0016395
    3   5+6 5    .0008803
    3     7 5    .0004845
    3     8 5    .0002938
    3  9+10 5    .0003219
    3    11 5    .0052247
    3    12 5    .0053342
    3    13 5    .0003713
    3    14 5    .0067924
    3    15 5    .0003986
    3    16 5    .0005182
    3    17 5    .0006956
    3    18 5    .0048782
    3    19 5    .0008170
    3 20+21 5    .0907014
    3 22+23 5    .0084249
    3    24 5    .0080396
    3    25 5    .0038046
    3   26A 5    .0012744
    3   26B 5    .0016821
    3   27A 5    .0012376
    3   27B 5    .0005984
    3    28 5    .0007713
    3   29A 5    .0004720
    3   29B 5    .0006690
    3    30 5    .0016158
    3    31 5    .0003948
    3    32 5    .0008030
    3 33+34 5    .0015359
    3    35 5    .0020817
    3    36 5    .0007034
    3    37 5    .0006806
    3    38 5    .0007743
    3    39 5    .0006953
    3    40 5    .0008184
    3    41 5    .0005508
    3    42 5    .0008206
    3    43 5    .0003934
    3 44+45 5    .0005757
    3    46 5    .0005677
    3    47 5    .0004592
    3    48 5    .0005261
    3    49 5    .0004720
    3    50 5    .0003658
    3    51 5    .0003551
    3    52 5    .0008626
    3    53 5    .0005457
    3    54 5    .0011137
    3    55 5    .0006389
    3    56 5    .0004836
    3    57 5    .0003848
    3    58 5    .0004844
    3   59A 5    .0007052
    3   59B 5    .0007193
    3    60 5    .0003465
    3    61 5    .0022852
    3    62 5    .0005418
    3    63 5    .0008012
    3    64 5    .0024514
    3   65A 5    .0008343
    3   65B 5    .0002625
    3   65C 5    .0005097
    3   65D 5    .0005585
    3   65E 5    .0005660
    3    66 5    .0004293
