    1     1 4   1.3112082
    1     2 4    .0328300
    1     3 4    .0300084
    1     4 4    .0819464
    1   5+6 4    .0006732
    1     7 4    .0004497
    1     8 4    .0005005
    1  9+10 4    .0006105
    1    11 4    .0014588
    1    12 4    .0014852
    1    13 4    .0006480
    1    14 4    .2942694
    1    15 4    .0028383
    1    16 4    .0166103
    1    17 4    .0057033
    1    18 4    .0058004
    1    19 4    .0069550
    1 20+21 4    .0043578
    1 22+23 4    .0022258
    1    24 4    .0028203
    1    25 4    .0017871
    1   26A 4    .0011683
    1   26B 4    .0014168
    1   27A 4    .0026984
    1   27B 4    .0033922
    1    28 4    .0024836
    1   29A 4    .0051528
    1   29B 4    .0065829
    1    30 4    .0051363
    1    31 4    .0007839
    1    32 4    .0016200
    1 33+34 4    .0500790
    1    35 4    .0009171
    1    36 4    .0010906
    1    37 4    .0007910
    1    38 4    .0009059
    1    39 4    .0009399
    1    40 4    .0008931
    1    41 4    .0008057
    1    42 4    .0008792
    1    43 4    .0006762
    1 44+45 4    .0008365
    1    46 4    .0008893
    1    47 4    .0008323
    1    48 4    .0008492
    1    49 4    .0007984
    1    50 4    .0007589
    1    51 4    .0008676
    1    52 4    .0008348
    1    53 4    .0008777
    1    54 4    .0010082
    1    55 4    .0009287
    1    56 4    .0007596
    1    57 4    .0008307
    1    58 4    .0011211
    1   59A 4    .0012373
    1   59B 4    .0008793
    1    60 4    .0007501
    1    61 4    .0008861
    1    62 4    .0011231
    1    63 4    .0009419
    1    64 4    .0023833
    1   65A 4    .0009038
    1   65B 4    .0012872
    1   65C 4    .0019283
    1   65D 4    .0038089
    1   65E 4    .0019596
    1    66 4    .0006253
    1    67 4    .0029124
    1   68A 4    .0004533
    1   68B 4    .0004216
    1   68C 4    .0012505
    1   69A 4    .0014889
    1   69B 4    .0020580
    1   70A 4    .0015085
    1   70B 4    .0021924
    1   71A 4    .0008714
    1   71B 4    .0014715
    1   72A 4    .0021206
    1   72B 4    .0020222
    1   73A 4    .0011129
    1   73B 4    .0010992
    1   73C 4    .0017654
    1   73D 4    .0017279
    1    74 4    .0693184
    1    75 4    .0011907
    1    76 4    .0059255
    1   77A 4    .0039972
    1   77B 4    .0080866
    1    78 4    .0011571
    1    79 4    .0011550
    1    80 4    .0000000
    1    81 4    .0000000
    1    82 4    .0000000
    1    83 4    .0000000
    1    84 4    .0000000
    1    85 4    .0000000
    2     1 4    .3904960
    2     2 4   1.0661330
    2     3 4    .0355728
    2     4 4    .1272052
    2   5+6 4    .0007935
    2     7 4    .0005812
    2     8 4    .0005555
    2  9+10 4    .0006831
    2    11 4    .0022219
    2    12 4    .0022644
    2    13 4    .0007166
    2    14 4    .1784128
    2    15 4    .0804591
    2    16 4    .1229335
    2    17 4    .0352514
    2    18 4    .0339834
    2    19 4    .0414704
    2 20+21 4    .0051778
    2 22+23 4    .0066759
    2    24 4    .0039425
    2    25 4    .0024965
    2   26A 4    .0012232
    2   26B 4    .0017810
    2   27A 4    .0060484
    2   27B 4    .0030282
    2    28 4    .0092824
    2   29A 4    .0035051
    2   29B 4    .0048679
    2    30 4    .0050599
    2    31 4    .0008213
    2    32 4    .0043909
    2 33+34 4    .0319442
    2    35 4    .0011808
    2    36 4    .0014618
    2    37 4    .0008736
    2    38 4    .0012200
    2    39 4    .0010612
    2    40 4    .0009202
    2    41 4    .0009592
    2    42 4    .0010237
    2    43 4    .0007131
    2 44+45 4    .0008714
    2    46 4    .0008633
    2    47 4    .0008594
    2    48 4    .0008694
    2    49 4    .0009723
    2    50 4    .0007442
    2    51 4    .0008625
    2    52 4    .0009232
    2    53 4    .0009330
    2    54 4    .0015430
    2    55 4    .0011806
    2    56 4    .0009221
    2    57 4    .0009984
    2    58 4    .0012891
    2   59A 4    .0026012
    2   59B 4    .0011490
    2    60 4    .0010118
    2    61 4    .0015046
    2    62 4    .0016074
    2    63 4    .0011817
    2    64 4    .0042689
    2   65A 4    .0009056
    2   65B 4    .0013999
    2   65C 4    .0019201
    2   65D 4    .0027462
    2   65E 4    .0016972
    2    66 4    .0006054
    2    67 4    .0024580
    2   68A 4    .0005037
    2   68B 4    .0004548
    2   68C 4    .0015109
    2   69A 4    .0012143
    2   69B 4    .0015367
    2   70A 4    .0012144
    2   70B 4    .0016490
    2   71A 4    .0012538
    2   71B 4    .0016112
    2   72A 4    .0027724
