    1       2     83608.7
    2       2     82183.2
    3       2      9487.8
    4       2     23668.0
  5+6       2      6802.2
    7       2     25451.1
    8       2     68008.4
 9+10       2     11884.1
   11       2    445346.7
   12       2    173466.3
   13       2     28177.1
   14       2    329635.9
   15       2     26381.0
   16       2     34831.7
   17       2     16266.4
   18       2     64258.7
   19       2     19006.0
20+21       2     72936.0
22+23       2     36700.0
   24       2     80960.8
   25       2     25287.5
  26A       2     15674.3
  26B       2     67125.7
  27A       2     89851.8
  27B       2     13365.2
   28       2     43406.7
  29A       2     35862.0
  29B       2     32871.6
   30       2     12183.0
   31       2    137598.5
   32       2     86850.5
33+34       2      8786.9
   35       2     16334.5
   36       2     43339.5
   37       2     66200.5
   38       2     55746.0
   39       2     11738.9
   40       2     43685.5
   41       2     31825.7
   42       2     47021.7
   43       2     14394.1
44+45       2     26005.3
   46       2      7375.7
   47       2     22050.7
   48       2     16410.9
   49       2     23220.8
   50       2     19855.2
   51       2     54431.0
   52       2     21745.5
   53       2     23276.6
   54       2     15669.6
   55       2     17420.7
   56       2     41036.8
   57       2     48203.0
   58       2     20987.2
  59A       2    133509.0
  59B       2     68326.6
   60       2     84421.2
   61       2     24073.8
   62       2     85857.5
   63       2     18706.8
   64       2     31082.7
  65A       2     48394.3
  65B       2    115193.5
  65C       2     24197.9
  65D       2     79059.6
  65E       2     23300.8
   66       2    160163.8
   67       2      2249.8
  68A       2    156453.3
  68B       2     82179.7
  68C       2     28469.3
  69A       2    423750.7
  69B       2    422960.4
  70A       2    280949.9
  70B       2    177620.7
  71A       2    325143.9
  71B       2    389619.6
  72A       2     40063.9
  72B       2     66270.7
  73A       2     64687.3
  73B       2    177982.1
  73C       2    211758.3
  73D       2    109405.5
   74       2    211020.6
   75       2    131227.5
   76       2     78840.5
  77A       2    338393.3
  77B       2    152269.8
   78       2     33469.3
   79       2     19045.2
   80       2          .0
   81       2      2321.0
   82       2    466784.8
   83       2         0.0
   84       2      7709.0
   85       2    -17817.0
   88       2   2698657.0
   89       2    364986.0
   90       2   1509186.4
